NorCal + Central Valley VA Call & Price Log  —  1067 Vets  |  One row per vet. Fill in prices for each service collected.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
← VET INFO (pre-filled — do not edit),,,,,,,,← CALL OUTCOME (VA fills after each call) →,,,,,,← PRICE ENTRY — fill in prices collected. Leave blank if not given. →,,,,,,,,,,,,,,,,,,,,← FINAL →,,
#,Vet Name,Phone,Address,City,Zip,Vet Type,Hours,"Call
Status","No Prices
Reason","Accepting
New Patients","CareCredit
Accepted","Contact
Name",Call Notes,"Exam
Fee ($)","Vet Tech
Fee (S)","Rabies
($)","DHPP
($)","FVRCP(cat)
($)","FeLV(cat)
($)","Bordetella
($)","Canine Flu
($)","Lepto
($)","Vaccine Pkg
Dog ($)","Vaccine Pkg
Cat ($)","Spay
($)","Neuter
($)","Dental
Cleaning ($)","Dental No
Anesthesia ($)","X-Ray
($)","Bloodwork
($)","Anesthesia
($)","Emergency
Visit ($)","Urgent
Care ($)","Species
Seen",Notes,"Verified
by Susan"
930,Valley of the Moon Vet Hospital,(707) 939-9957,975 Boyes Blvd,Sonoma,95476,General Practice,"Monday: 8:00 AM – 5:00 PM
Tuesday: 8:00 AM – 5:00 PM
Wednesday: 8:00 AM – 5:00 PM
Thursday: 8:00 AM – 5:00 PM
Friday: 8:00 AM – 5:00 PM
Saturday: Closed
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,VCA TLC Pasadena Veterinary Specialty and Emergency,(626) 441-8555,1412 Huntington Dr,South Pasadena,91030,General Practice,Monday: Open 24 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,Vet Villa Animal Hospital,(626) 799-5900,2140 Huntington Dr,South Pasadena,91030,General Practice,"Tuesday: 8:00 AM – 6:00 PM
Wednesday: 8:00 AM – 6:00 PM
Thursday: 8:00 AM – 6:00 PM
Friday: 8:00 AM – 6:00 PM
Saturday: 8:00 AM – 6:00 PM
Sunday: 8:00 AM – 6:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,Animal Surgical Center of South San Francisco,(415) 609-4403,135 S Spruce Ave,South San Francisco,94080,General Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,Westborough Pet Hospital,(650) 588-1195,45 Chestnut Ave,South San Francisco,94080,General Practice,"Monday: 8:00 AM – 6:00 PM
Tuesday: 8:00 AM – 6:00 PM
Wednesday: 8:00 AM – 6:00 PM
Thursday: 8:00 AM – 6:00 PM
Friday: 8:00 AM – 6:00 PM
Saturday: 8:00 AM – 2:00 PM
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,Carmen & Sophie,(707) 963-2673,1314 Spring St,St. Helena,94574,General Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,St Helena Veterinary Hospital,(707) 963-3094,584 Main St,St. Helena,94574,General Practice,"Monday: 9:00 AM – 5:00 PM
Tuesday: 7:30 AM – 5:00 PM
Wednesday: 9:00 AM – 5:00 PM
Thursday: 7:30 AM – 5:00 PM
Friday: 9:00 AM – 5:00 PM
Saturday: Closed
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,Upper Valley Animal Clinic,(707) 963-7161,1161 Ehlers Ln,St. Helena,94574,General Practice,"Monday: 8:30 AM – 5:30 PM
Tuesday: 8:30 AM – 5:30 PM
Wednesday: 8:30 AM – 5:30 PM
Thursday: 8:30 AM – 5:30 PM
Friday: 8:30 AM – 5:30 PM
Saturday: 8:30 AM – 1:00 PM
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,Stevenson Ranch Veterinary Center,(661) 799-0655,25832 Hemingway Ave,Stevenson Ranch,91381,General Practice,"Tuesday: 8:00 AM – 6:00 PM
Wednesday: 8:00 AM – 6:00 PM
Thursday: 8:00 AM – 6:00 PM
Friday: 8:00 AM – 6:00 PM
Saturday: 8:00 AM – 6:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,The Old Road Veterinary Center,(661) 347-1000,25269 The Old Rd #G,Stevenson Ranch,91381,General Practice,"Tuesday: 9:00 AM – 6:00 PM
Wednesday: 9:00 AM – 6:00 PM
Friday: 9:00 AM – 6:00 PM
Saturday: 9:00 AM – 6:00 PM
Sunday: 9:00 AM – 2:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,Loving Kindness Veterinary Clinic,(415) 868-9090,3615 Shoreline Hwy,Stinson Beach,94970,General Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,ACT Spay/Neuter Clinic,(209) 462-7729,327 E Alpine Ave,Stockton,95204,General Practice,"Tuesday: 8:00 AM – 5:00 PM
Wednesday: 8:00 AM – 5:00 PM
Thursday: 8:00 AM – 5:00 PM
Friday: 8:00 AM – 5:00 PM
Saturday: 8:00 AM – 5:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,All Creatures Veterinary Emergency Clinic | Stockton,(209) 472-7387,7707 West Ln A,Stockton,95210,General Practice,"Tuesday: 6:00 PM – 8:00 AM
Wednesday: 6:00 PM – 8:00 AM
Thursday: 6:00 PM – 8:00 AM
Friday: 6:00 PM – 8:00 AM
Saturday: 6:00 PM – 12:00 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,Animal Care Clinic Stockton,(209) 844-7387,7575 Pacific Ave,Stockton,95207,General Practice,"Tuesday: 8:00 AM – 1:30 PM
Tuesday: 3:00 PM – 6:30 PM
Wednesday: 8:00 AM – 1:30 PM
Wednesday: 3:00 PM – 6:30 PM
Thursday: 8:00 AM – 1:30 PM
Thursday: 3:00 PM – 6:00 PM
Friday: 8:00 AM – 1:30 PM
Friday: 3:00 PM – 6:30 PM
Saturday: 8:00 AM – 1:30 PM
Saturday: 3:00 PM – 6:00 PM
Sunday: 8:00 AM – 1:00 PM
Sunday: 2:30 PM – 6:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Bear Creek Veterinary Hospital,(209) 951-8911,9317 Thornton Rd,Stockton,95209,General Practice,"Tuesday: 8:00 AM – 5:00 PM
Wednesday: 8:00 AM – 5:00 PM
Thursday: 8:00 AM – 5:00 PM
Friday: 8:00 AM – 5:00 PM
Saturday: 8:00 AM – 5:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,California Dog & Cat Hospital,(209) 465-5726,848 S California St,Stockton,95206,General Practice,"Tuesday: 9:00 AM – 5:00 PM
Wednesday: 9:00 AM – 5:00 PM
Friday: 9:00 AM – 5:00 PM
Saturday: 9:00 AM – 5:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,Fremont Animal Clinic,(209) 465-7291,2223 E Fremont St,Stockton,95205,General Practice,"Tuesday: 8:00 AM – 6:00 PM
Wednesday: 8:00 AM – 6:00 PM
Thursday: 8:00 AM – 6:00 PM
Friday: 8:00 AM – 6:00 PM
Saturday: 8:00 AM – 6:00 PM
Sunday: 9:00 AM – 6:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,Geisert Animal Hospital,(209) 464-8379,1827 S El Dorado St,Stockton,95206,General Practice,"Monday: 8:30 AM – 6:00 PM
Wednesday: 8:30 AM – 6:00 PM
Thursday: 8:30 AM – 6:00 PM
Friday: 8:30 AM – 6:00 PM
Saturday: 8:30 AM – 6:00 PM
Sunday: 8:30 AM – 6:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,Hammer Lane Veterinary Hospital,(209) 354-8387,3158 E Hammer Ln,Stockton,95212,General Practice,"Monday: 9:00 AM – 7:00 PM
Tuesday: 7:00 AM – 7:00 PM
Wednesday: 7:00 AM – 7:00 PM
Thursday: 7:00 AM – 7:00 PM
Friday: 7:00 AM – 7:00 PM
Saturday: 7:00 AM – 7:00 PM
Sunday: 8:00 AM – 7:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,Hardin Animal Hospital,(209) 464-4521,336 E Lafayette St,Stockton,95203,General Practice,"Tuesday: 8:00 AM – 5:00 PM
Wednesday: 8:00 AM – 5:00 PM
Thursday: 8:00 AM – 5:00 PM
Friday: 8:00 AM – 5:00 PM
Saturday: 8:00 AM – 5:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,Pacific Veterinary Hospital Stockton,(209) 474-2444,6828 Pacific Ave,Stockton,95207,General Practice,"Monday: 8:30 AM – 8:00 PM
Tuesday: 8:30 AM – 8:00 PM
Wednesday: 8:30 AM – 8:00 PM
Thursday: 8:30 AM – 8:00 PM
Friday: 8:30 AM – 8:00 PM
Saturday: 8:30 AM – 8:00 PM
Sunday: 8:30 AM – 8:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,Sierra Veterinary Hospital,(209) 477-4841,711 W Hammer Ln,Stockton,95210,General Practice,"Tuesday: 7:00 AM – 5:00 PM
Wednesday: 7:00 AM – 5:00 PM
Thursday: 7:00 AM – 5:00 PM
Friday: 7:00 AM – 5:00 PM
Saturday: 7:00 AM – 5:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,Stockton Animal Wellness & Adoption Center,null,1661 W Fremont St,Stockton,95203,General Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,Venetian Pet Hospital,(209) 682-0240,6610 Gettysburg Pl,Stockton,95207,General Practice,"Tuesday: 8:00 AM – 5:00 PM
Wednesday: 8:00 AM – 9:00 PM
Thursday: 8:00 AM – 9:00 PM
Friday: 8:00 AM – 9:00 PM
Saturday: 8:00 AM – 5:00 PM
Sunday: 8:00 AM – 3:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,Village Veterinary Hospital,(209) 951-5180,3125 W Benjamin Holt Dr,Stockton,95219,General Practice,"Tuesday: 8:00 AM – 5:30 PM
Wednesday: 8:00 AM – 5:30 PM
Thursday: 8:00 AM – 5:30 PM
Friday: 8:00 AM – 5:30 PM
Saturday: 8:00 AM – 5:30 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,Walker Veterinary Hospital,(209) 478-8883,7600 West Ln,Stockton,95210,General Practice,"Tuesday: 7:00 AM – 7:00 PM
Wednesday: 7:00 AM – 7:00 PM
Thursday: 7:00 AM – 7:00 PM
Friday: 7:00 AM – 7:00 PM
Saturday: 7:00 AM – 7:00 PM
Sunday: 8:00 AM – 3:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,West Lane Pet Hospital,(209) 465-5414,3150 West Ln,Stockton,95204,General Practice,"Tuesday: 8:30 AM – 5:30 PM
Wednesday: 8:30 AM – 5:30 PM
Thursday: 8:30 AM – 5:30 PM
Friday: 8:30 AM – 5:30 PM
Saturday: 8:30 AM – 5:30 PM
Sunday: 9:00 AM – 12:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,All 4 Paws Veterinary Hospital,(707) 207-4242,141 Sunset Ave Suite G,Suisun City,94585,General Practice,"Monday: 8:00 AM – 6:00 PM
Tuesday: 8:00 AM – 6:00 PM
Wednesday: 8:00 AM – 6:00 PM
Thursday: 8:00 AM – 6:00 PM
Friday: 8:00 AM – 6:00 PM
Saturday: 9:00 AM – 5:00 PM
Sunday: 9:00 AM – 5:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,Pinnacle Animal Hospital,(707) 426-2924,102 Railroad Ave,Suisun City,94585,General Practice,"Monday: 9:00 AM – 7:00 PM
Tuesday: 9:00 AM – 7:00 PM
Wednesday: 9:00 AM – 7:00 PM
Thursday: 9:00 AM – 7:00 PM
Friday: 9:00 AM – 7:00 PM
Saturday: 9:00 AM – 7:00 PM
Sunday: 9:00 AM – 6:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,Arroyo Animal Clinic,(408) 241-4450,1211 Sycamore Terrace,Sunnyvale,94086,General Practice,"Monday: Closed
Tuesday: 8:30 AM – 5:30 PM
Wednesday: 8:30 AM – 5:30 PM
Thursday: 8:30 AM – 5:30 PM
Friday: 8:30 AM – 5:30 PM
Saturday: Closed
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Cameron Veterinary Hospital,(408) 733-7501,1285 S Mary Ave,Sunnyvale,94087,General Practice,"Monday: 9:00 AM – 6:00 PM
Tuesday: 9:00 AM – 6:00 PM
Wednesday: 9:00 AM – 6:00 PM
Thursday: 9:00 AM – 6:00 PM
Friday: 9:00 AM – 6:00 PM
Saturday: 9:00 AM – 2:00 PM
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,Cherry Chase Pet Hospital,(650) 961-4550,1297 W El Camino Real ste d,Sunnyvale,94087,General Practice,"Monday: 8:30 AM – 6:00 PM
Tuesday: 8:30 AM – 6:00 PM
Wednesday: 8:30 AM – 6:00 PM
Thursday: 8:30 AM – 6:00 PM
Friday: 8:30 AM – 6:00 PM
Saturday: Closed
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,ELC Veterinary Clinic,(408) 737-2333,832 E Fremont Ave,Sunnyvale,94087,General Practice,"Monday: 8:00 AM – 6:00 PM
Tuesday: 8:00 AM – 6:00 PM
Wednesday: 8:00 AM – 8:00 PM
Thursday: 8:00 AM – 6:00 PM
Friday: 8:00 AM – 6:00 PM
Saturday: 8:00 AM – 4:00 PM
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Murphy Pet Hospital,(408) 733-7387,241 S Taaffe St #170,Sunnyvale,94086,General Practice,"Monday: 8:00 AM – 6:00 PM
Tuesday: 8:00 AM – 6:00 PM
Wednesday: 8:00 AM – 6:00 PM
Thursday: 8:00 AM – 6:00 PM
Friday: 8:00 AM – 6:00 PM
Saturday: 8:00 AM – 4:00 PM
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,Pet's Friend Animal Clinic,(408) 739-2688,158 San Lazaro Ave,Sunnyvale,94086,General Practice,"Monday: 7:30 AM – 6:00 PM
Tuesday: 7:30 AM – 6:00 PM
Wednesday: 7:30 AM – 6:00 PM
Thursday: 7:30 AM – 6:00 PM
Friday: 7:30 AM – 6:00 PM
Saturday: 8:30 AM – 4:00 PM
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,Serra Veterinary Hospital,(408) 739-3545,520 W Fremont Ave,Sunnyvale,94087,General Practice,"Monday: 9:00 AM – 7:00 PM
Tuesday: 9:00 AM – 7:00 PM
Wednesday: 9:00 AM – 7:00 PM
Thursday: 9:00 AM – 7:00 PM
Friday: 9:00 AM – 7:00 PM
Saturday: Closed
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,Sunnyvale Veterinary Clinic,(408) 736-8296,1036 W El Camino Real,Sunnyvale,94087,General Practice,"Monday: 8:00 AM – 6:00 PM
Tuesday: 8:00 AM – 6:00 PM
Wednesday: 8:00 AM – 6:00 PM
Thursday: 8:00 AM – 6:00 PM
Friday: 8:00 AM – 6:00 PM
Saturday: 8:00 AM – 6:00 PM
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,Creekside Veterinary Hospital,(805) 712-1155,1075 Rossi Rd ste a,Templeton,93465,General Practice,"Tuesday: 8:00 AM – 5:30 PM
Wednesday: 8:00 AM – 5:30 PM
Thursday: 8:00 AM – 5:30 PM
Friday: 8:00 AM – 5:30 PM
Saturday: 8:00 AM – 5:30 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,Las Tablas Animal Hospital,(805) 369-2222,959 Las Tablas Rd Suite A1,Templeton,93465,General Practice,"Tuesday: 8:00 AM – 5:30 PM
Wednesday: 8:00 AM – 5:30 PM
Thursday: 8:00 AM – 5:30 PM
Friday: 8:00 AM – 5:30 PM
Saturday: 8:00 AM – 5:30 PM
Sunday: 8:00 AM – 5:30 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,Main Street Small Animal Hospital,(805) 434-2002,80 S Main St,Templeton,93465,General Practice,"Tuesday: 7:30 AM – 6:00 PM
Wednesday: 7:30 AM – 6:00 PM
Thursday: 7:30 AM – 6:00 PM
Friday: 7:30 AM – 6:00 PM
Saturday: 7:30 AM – 6:00 PM
Sunday: 8:00 AM – 12:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,Posada Veterinary Hospital and Surgery Center,(805) 776-3353,292 Posada Ln STE D,Templeton,93465,General Practice,"Tuesday: 7:00 AM – 6:00 PM
Wednesday: 7:00 AM – 6:00 PM
Thursday: 7:00 AM – 6:00 PM
Friday: 7:00 AM – 6:00 PM
Saturday: 7:00 AM – 6:00 PM
Sunday: 9:00 AM – 12:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,Templeton Veterinary Clinic,(805) 434-1115,1485 Eureka Ln,Templeton,93465,General Practice,"Tuesday: 8:00 AM – 5:00 PM
Wednesday: 8:00 AM – 5:00 PM
Thursday: 8:00 AM – 5:00 PM
Friday: 8:00 AM – 5:00 PM
Saturday: 8:00 AM – 5:00 PM
Sunday: 8:00 AM – 12:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,Animal Samaritans - Thousand Palms Veterinary Clinic,(760) 343-3477,72120 Pet Land Pl,Thousand Palms,92276,General Practice,"Monday: 8:00 AM – 5:00 PM
Tuesday: 8:00 AM – 5:00 PM
Wednesday: 8:00 AM – 5:00 PM
Thursday: 8:00 AM – 5:00 PM
Friday: 8:00 AM – 5:00 PM
Saturday: 8:00 AM – 5:00 PM
Sunday: 8:00 AM – 5:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,Cross Street Small Animal Veterinary Hospital,(559) 688-0631,400 E Cross Ave,Tulare,93274,General Practice,"Tuesday: 8:00 AM – 5:00 PM
Wednesday: 8:00 AM – 5:00 PM
Thursday: 8:00 AM – 5:00 PM
Friday: 8:00 AM – 5:00 PM
Saturday: 8:00 AM – 5:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,HMS Veterinary Development,(559) 686-8827,3346 Ave 248,Tulare,93274,General Practice,"Monday: 7:00 AM – 5:00 PM
Tuesday: 7:00 AM – 5:00 PM
Wednesday: 7:00 AM – 5:00 PM
Thursday: 7:00 AM – 5:00 PM
Friday: 7:00 AM – 5:00 PM
Saturday: 7:00 AM – 5:00 PM
Sunday: 7:00 AM – 5:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,Mid-Valley Equine,(559) 799-8789,"Tulare, CA 93275, USA",Tulare,93275,General Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,"Sequoia Animal Hospital, Inc.",(559) 366-7125,26357 Rd 108,Tulare,93274,General Practice,"Tuesday: 9:00 AM – 5:00 PM
Wednesday: 9:00 AM – 5:00 PM
Thursday: 9:00 AM – 5:00 PM
Friday: 9:00 AM – 5:00 PM
Saturday: 9:00 AM – 5:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,Tulare Veterinary Hospital,(559) 686-8544,861 N Blackstone St,Tulare,93274,General Practice,"Tuesday: 8:00 AM – 7:00 PM
Wednesday: 7:00 AM – 7:00 PM
Thursday: 6:00 AM – 4:00 PM
Friday: 8:00 AM – 7:00 PM
Saturday: 6:00 AM – 4:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,Azores Veterinary Practice,(209) 245-7477,11910 Youngstown Rd,Turlock,95380,General Practice,"Tuesday: 7:30 AM – 5:00 PM
Wednesday: 7:30 AM – 5:00 PM
Thursday: 7:30 AM – 5:00 PM
Friday: 7:30 AM – 5:00 PM
Saturday: 7:30 AM – 5:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,Canal Veterinary Hospital,(209) 668-1807,2040 E Canal Dr,Turlock,95380,General Practice,"Tuesday: 8:00 AM – 5:00 PM
Wednesday: 8:00 AM – 5:00 PM
Thursday: 9:30 AM – 5:00 PM
Friday: 8:00 AM – 5:00 PM
Saturday: 8:00 AM – 5:00 PM
Sunday: 8:00 AM – 12:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,Lander Veterinary Clinic,(209) 634-5801,4512 S Walnut Rd,Turlock,95380,General Practice,"Tuesday: 7:30 AM – 5:00 PM
Wednesday: 7:30 AM – 5:00 PM
Thursday: 7:30 AM – 5:00 PM
Friday: 7:30 AM – 5:00 PM
Saturday: 7:30 AM – 5:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,Mid Valley Large Animal Services,(209) 669-9864,4509 W Taylor Rd,Turlock,95380,General Practice,"Tuesday: 7:00 AM – 5:30 PM
Wednesday: 7:00 AM – 5:30 PM
Thursday: 7:00 AM – 5:30 PM
Friday: 7:00 AM – 5:30 PM
Saturday: 7:00 AM – 5:30 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,Monte Vista Small Animal Hospital,(209) 634-0023,901 E Monte Vista Ave,Turlock,95382,General Practice,"Monday: 8:00 AM – 6:00 PM
Tuesday: 7:00 AM – 7:00 PM
Wednesday: 7:00 AM – 7:00 PM
Thursday: 7:00 AM – 7:00 PM
Friday: 7:00 AM – 7:00 PM
Saturday: 7:00 AM – 6:00 PM
Sunday: 8:00 AM – 6:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,Taylor Veterinary Emergency,(209) 669-8600,1231 W Taylor Rd,Turlock,95382,General Practice,Monday: Open 24 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,Turlock Spay & Neuter Clinic,(209) 634-5665,351 N Walnut Rd Unit 15,Turlock,95380,General Practice,"Tuesday: 9:00 AM – 5:00 PM
Wednesday: 9:00 AM – 5:00 PM
Thursday: 9:00 AM – 5:00 PM
Friday: 9:00 AM – 5:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,UNI Pet Clinic - Union City,(510) 477-8887,32280 Alvarado Blvd,Union City,94587,General Practice,"Tuesday: 9:00 AM – 6:00 PM
Wednesday: 9:00 AM – 6:00 PM
Thursday: 9:00 AM – 6:00 PM
Friday: 9:00 AM – 6:00 PM
Saturday: 9:00 AM – 6:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,VCA All About Pets Animal Hospital,(510) 475-7387,34664 Alvarado-Niles Rd,Union City,94587,General Practice,"Tuesday: 8:00 AM – 7:00 PM
Wednesday: 8:00 AM – 7:00 PM
Thursday: 8:00 AM – 7:00 PM
Friday: 8:00 AM – 7:00 PM
Saturday: 8:00 AM – 7:00 PM
Sunday: 8:00 AM – 7:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,Veterinary Medical Center Union City,(510) 441-8500,33663 Mission Blvd,Union City,94587,General Practice,"Tuesday: 9:00 AM – 5:00 PM
Wednesday: 8:00 AM – 7:00 PM
Thursday: 8:00 AM – 7:00 PM
Friday: 8:00 AM – 7:00 PM
Saturday: 8:00 AM – 7:00 PM
Sunday: 8:00 AM – 7:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,Animal Ophthalmology Services,(707) 449-8093,825 Davis St A,Vacaville,95687,General Practice,"Tuesday: 8:00 AM – 5:00 PM
Wednesday: 8:00 AM – 5:00 PM
Thursday: 8:00 AM – 5:00 PM
Friday: 8:00 AM – 4:00 PM
Saturday: 8:00 AM – 12:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,Family Pet Hospital,(707) 448-1648,500 Elmira Rd F,Vacaville,95687,General Practice,"Tuesday: 8:30 AM – 5:30 PM
Wednesday: 8:30 AM – 5:30 PM
Thursday: 8:30 AM – 5:30 PM
Friday: 8:30 AM – 5:30 PM
Saturday: 8:30 AM – 5:30 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,Happy Tails Animal Hospital,(707) 635-6170,617 Elmira Rd,Vacaville,95687,General Practice,"Tuesday: 8:00 AM – 6:00 PM
Wednesday: 8:00 AM – 8:00 PM
Thursday: 8:00 AM – 8:00 PM
Friday: 8:00 AM – 8:00 PM
Saturday: 8:00 AM – 6:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,Oak Animal Hospital,(707) 447-5044,2020 Peabody Rd Suite 200,Vacaville,95687,General Practice,"Tuesday: 8:00 AM – 6:00 PM
Wednesday: 8:00 AM – 6:00 PM
Thursday: 8:00 AM – 6:00 PM
Friday: 8:00 AM – 6:00 PM
Saturday: 8:00 AM – 6:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,Pawsh Place | Veterinary Center & Boutique,(707) 451-0571,218 Dobbins St,Vacaville,95688,General Practice,"Tuesday: 8:00 AM – 6:00 PM
Wednesday: 8:00 AM – 6:00 PM
Thursday: 8:00 AM – 6:00 PM
Friday: 8:00 AM – 6:00 PM
Saturday: 8:00 AM – 6:00 PM
Sunday: 8:00 AM – 6:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,Vaca Valley Veterinary Hospital,(707) 446-0466,851 Alamo Dr,Vacaville,95688,General Practice,"Tuesday: 8:00 AM – 5:00 PM
Wednesday: 8:00 AM – 5:00 PM
Thursday: 8:00 AM – 5:00 PM
Friday: 8:00 AM – 5:00 PM
Saturday: 8:00 AM – 5:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,Vacaville Animal Care Center,(707) 448-6275,201 Bella Vista Rd,Vacaville,95687,General Practice,"Tuesday: 8:00 AM – 5:00 PM
Wednesday: 8:00 AM – 5:00 PM
Thursday: 8:00 AM – 5:00 PM
Friday: 8:00 AM – 5:00 PM
Saturday: 8:00 AM – 5:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,"Vacaville Pet Vet Clinic, Inc.",(707) 455-8383,1909 Peabody Rd APT 1,Vacaville,95687,General Practice,"Tuesday: 9:00 AM – 7:00 PM
Wednesday: 9:00 AM – 7:00 PM
Thursday: 9:00 AM – 7:00 PM
Friday: 9:00 AM – 7:00 PM
Saturday: 9:00 AM – 7:00 PM
Sunday: 9:00 AM – 12:30 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,Animal Advocates Veterinary Hospital,(707) 552-1947,3899 Sonoma Blvd,Vallejo,94589,General Practice,"Monday: 9:00 AM – 5:00 PM
Tuesday: 9:00 AM – 5:00 PM
Wednesday: 9:00 AM – 5:00 PM
Thursday: 9:00 AM – 5:00 PM
Friday: 9:00 AM – 5:00 PM
Saturday: 8:30 AM – 3:30 PM
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,Bayside Veterinary Hospital,(707) 553-8363,235 Tennessee St,Vallejo,94590,General Practice,"Monday: 8:00 AM – 4:00 PM
Tuesday: 8:00 AM – 4:00 PM
Wednesday: 8:00 AM – 4:00 PM
Thursday: 8:00 AM – 4:00 PM
Friday: 8:00 AM – 4:00 PM
Saturday: Closed
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,Broadway Pet Hospital,(707) 642-0633,1000 Broadway,Vallejo,94590,General Practice,"Monday: 8:00 AM – 6:00 PM
Tuesday: 8:00 AM – 6:00 PM
Wednesday: 8:00 AM – 6:00 PM
Thursday: 8:00 AM – 6:00 PM
Friday: 8:00 AM – 6:00 PM
Saturday: 8:00 AM – 2:00 PM
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
